,Tweet index,Label,Tweet text
621,622,1,"tried to export an azure vm, well that went ok #sarcasm #vmcorrupt #thankyoumicrosoft #startalloveragain"
622,623,0,#forgive #others #not #because they #deserve #forgiveness #you #peace love this from <USER> #words #wisdom ... <URL>
623,624,0,Hardest parking i've probably ever done! #screwyousmallparkinglot
624,625,1,"I guess Paul didn't have buns, hon. #EatenAlive #not <USER>"
625,626,1,An 'important' call from the council about a form we did 3 months ago is just what I need an hour before we head off to Disneyland. #not
626,627,1,Laptop speakers are too quiet for music & simply too loud for porn ::unamused_face:: !#Irony
627,628,1,<USER> returning my brand new ps4 thanks to your faulty security. #goodjob #not
628,629,1,Most of us didn't focus in the #ADHD lecture. |.|#irony
629,630,0,#farage a t1t in public who doesnt agree with seeing t1ts in public #breastfeeding #irony
630,631,0,<USER> <USER> Ah ok. Well I hope things keep going well with person A x
631,632,1,<USER> great story about the student trying to get the teacher fired!!#sarcasm#moron#storywasstupid
632,633,1,<USER> <USER> I will let <USER> know - I'm sure he is shaking/quaking in his boots. #not
633,634,1,<USER> maybe you should grind the gym man #not #calling #you #fat
634,635,0,"<USER> start with India , I need to be somewhere they don't speak great English so I don't have to say much lol"
635,636,0,"I'm officially making today ""Single men get a smoothie"" day because that's who my customers have been all day."
636,637,1,My favorite thing is waking up at 4 and driving 20 minutes in the snow just to see this bitch ass #Not #PaneraProTeam <URL>
637,638,1,"#Irony: ""The elections are not over zero VAT, but about whether there will be a Zionist or extremist country here"". <URL>"
638,639,0,Katie pisses me off so bad #TheApprentice
639,640,1,K. Michelle said Lil Kim is Plastic but 65% of her body is fake and silicone. Kim went Plat on PayPal but K has never SEEN platinum. #Irony
640,641,0,Rest in peace riff God! #Dimebag #Darrell #is #not #dead #pantera
641,642,0,<USER> <USER> let's #not #forget the #origin of a #diamond in #relation with #humanrights #bigdata
642,643,0,John Stockton in a commercial?!! Holy crap! #NBABallot
643,644,0,I have this weird urge to buy a hamster
644,645,1,I love it when people try to tell me that Oakland is so much easier than other schools ::enraged_face:: #not
645,646,0,<USER> where did THAT come from?!
646,647,0,Somebody has filled my head with snot & used a cheese grater on the back of my throat during the night #unimpressed
647,648,0,I am downloading #AdvancedWarfare now!! Can't play it until 22nd of December tho :/ #Exams
648,649,0,<USER> <USER> <USER> <USER> <USER> <USER> I am so immensely sad about this.
649,650,1,<USER> but hey we could just kill their kids in a drone strike cause that strategy seems to b working so well and #not
650,651,1,"Get on the work bus, driver turns his music on and the first song on is 'another day in paradise' #irony"
651,652,0,my brother did this. now I hate my brother even more. |#jk #not #stilljk #fatbro <URL>
652,653,0,"Absolutely no #ALP or <USER> fan, but seriously many have done this before him & many will. #Scapegoat #Excuse he was a lame duck"
653,654,0,"Support <USER> reveal the truth behind Love, sex and drama visit <URL>"
654,655,1,"Lots of people tweeting pictures from their cars of their snowy commutes to work, whilst saying ""stay safe"" Oh, the #irony!"
655,656,0,<USER> they've spread their positions off with long feeder cattle! #sarcasm
656,657,0,It's all about Twitter #not a clue
657,658,0,"<USER> though, I suspect you don't actually care about the truth, so whatever, go troll someone else ;-)"
658,659,1,<USER> thanks I thought it was tomorrow #not #iknow #notthepoint
659,660,1,She talkin bout gender roles and we're the narrow minded ones #Irony
660,661,0,<USER> <USER> and why wouldn't you be after THAT performance!
661,662,1,Yay for cars having a case of the Mondays. #not
662,663,0,<URL> #AnalTryouts #Sensational Sensational blondie chick gets anally smashed in a threesome
663,664,1,Just woken up after 16 hour night shift to no gas. Looks like microwave meal and cold shower for me today. Woo!|#sarcasm #fml
664,665,0,Tulisa has really made herself ugly #xfactor
665,666,1,A well known sci communicator is exaggerating the claims of a study into PR exaggerating the claims of scientific studies... #irony
666,667,0,"Because #LOGICALLY, that does #NOT #fully #compute. If they wear #LESS #PROTECTION for a ""#DEADLY #VIRUS"" & do #NOT ""#get"" #EBOLA as result?"
667,668,0,Last night watch for 2014!! That deserves ::bomb::'r breakfast dram. <USER> 17yr from <USER> #scotch #Islay <URL>
668,669,0,can I just own an isle far away from here where my house is stunningly beautiful with only some closed ppl who appreciates me as a human
669,670,0,If only I could be a cooler kid xp lol I'm such a nerd #can #i #know #when #im #not #gonna #get #rejected
670,671,1,<USER> It's so the speaker remembers their talk's over. Otherwise how would they know? #sarcasm
671,672,1,"Murdered baby, black man in US, kids in Thailand and a woman's body in Avon gorge. It's a jolly day for news today #sarcasm"
672,673,0,the struggle of writing this article and studying for this journalism final is killer.
673,674,1,<USER> <USER> Pulled by White Van Man by the looks of it. Yuk .. so naff. That keeps the magic of xmas alive..#NOT
674,675,1,"I'm so sore, work tomorrow is gonna be fun.. #not"
675,676,0,"<USER> just lost a fiver already on the early kick off, cheers Forrest :)"
676,677,0,So glad I'm off work tonite::person_raising_hand::
677,678,0,Lol my mom can't text and talk at the same time ::grinning_squinting_face::
678,679,0,<USER> ahh... the hill. I seem to remember (sort of) mud sliding down that hill at many a Buffet / Steve Miller concert. #GoodTimes
679,680,0,Please snow let us get out of dance early
680,681,0,Why is there evidence of a stripper in my house yet I see no stripper in my house ::expressionless_face::::broken_heart:: <URL>
681,682,0,Beach hangs with my bffz <URL>
682,683,1,How can u miss something u never had?||#randomthoughts #miss #irony |<URL>
683,684,1,"#Mahathir, one of the godfathers of Asian values, Malaysians are ""stupid"", don't know how to run an airline #irony <URL>"
684,685,0,Love these guys! RT <USER>: Tried to get the whole family in! #selfiestick <USER> <URL>
685,686,0,So baffled that WWE wrestling is still as popular as it is. All my friends went to the show in DC. I stopped watching like 12 years ago!
686,687,0,"<USER> just check out the buttons, see what they do. And follow me back ::winking_face_with_tongue::"
687,688,0,<USER> no one really says that
688,689,0,"<USER> The ones who did this, and the ones who support this,cannot be human.RADICAL Islam =Satan's Army.#PeshawarAttack"
689,690,1,<USER> that's some bullshit that's a complete rip off for those items. And I bet some of u idiots really that's a good sale. #NOT
690,691,0,Do you want to be right? |Or do you want to be happy?
691,692,1,"I like to think of myself as a broken down Justin Bieber - my philosophy professor, everyone. #sarcasm"
692,693,0,<USER> > matters we may exert or influence a change. But friendships aren't progressed this way. Some natural affinity is needed.
693,694,0,<USER> just trying to confuse you all ::face_blowing_a_kiss::
694,695,1,"20 years ago I arrived in CR, happy to leave behind all the malls and rampant materialism of the US. Went xmas shopping in PRG today #irony"
695,696,0,"again, your myth of ""racist DNA"" is still only a figment of your delusional imagination <USER> <USER> <USER> <USER>"
696,697,0,<URL> #NOT SO UGLY CHRISTMAS SWEATER HUNTER'S RUN SANTA'S SLEIGH OVER THE ROOFTOPS <URL>
697,698,0,I know who I am. I am not perfect. I'm not the most beautiful woman in the world. But I'm one of them. #women #not #perfet|-Mary J. Blige
698,699,1,<USER> <USER> <USER> effigies of jesus or allah..... when she herself hadnt kept any of d hindu gods #irony
699,700,1,I have three exams today lets gooooo! #School #Sarcasm #Swag
700,701,0,Today was a very good day in Iceland.
701,702,1,Welll helllo fever. Id say 103 is feelin real good today #not
702,703,0,I feel and look like shit. #rainyday #nomakeup #sorrynotsorry <URL>
703,704,0,Today's NCAA action on the way.
704,705,0,<USER> <USER> lol.. Old enough to know better... Young enough to do it again
705,706,1,Monday morning inspiration! #sarcasm #itstruetho #donttrustnobody #iwokeuplikethis... <URL>
706,707,0,"My mom is the most annoying person I know. I know you're gonna read this since you creep my account, s/o to my mom #idc#istillloveyou"
707,708,0,<USER> <USER> Talking to yourself again Mo #Irony
708,709,1,"<USER> <USER> <USER> <USER> <USER> <USER> #irony #oxymoron ""planned parenthood"" nothing abt parenting"
709,710,0,Who said that birthday girl can't celebrate the next day??? ::smiling_face::::smiling_face:: #celebrating #always #nighout #birthdaygirl... <URL>
710,711,0,"<USER> yep, overall it was a great show live. ending of the TLC match was fubar, and the stairs match was terrrible."
711,712,0,Video: #im#not#the#only#one#you#think#im#crazy# ahhhhhh <URL>
712,713,1,Trying to eat crackers on the quiet floor likeee.. Maybe if I chew slower no one will notice..#not
713,714,1,"Woke up with my foot the size of a balloon, that's just what I needed.. #not #ouch"
714,715,0,#Celtics RT <USER>: And then there were none <URL>
715,716,0,Image via We Heart It <URL> #feelings #not #people #telling <URL>
716,717,0,"No one talks like I do , No one thinks like I do , No moves like I do #ConorMcgregor #Ufc #Quotes"
717,718,0,"No doubt. Main Stream Media, Obama, Holder, DeBlasio et al have the blood of those cops on their hands. <URL>"
718,719,1,<USER> thanks for the spoiler!!!! #not
719,720,1,Congress just screwed us but it's a great day in the District because we got another stadium! #sarcasm
720,721,0,#AdvancedWarfare is so much better than any FPS released in 2014 XD
721,722,0,It's always the little things that's attracts me
722,723,0,"<USER> <USER> You're #not familiar #with Matt Busby, #then. Lol."
723,724,1,Highly inflamed stomach is just what I like #not
724,725,0,I think about Disney World just about every day. #missit #myhappyplace
725,726,1,almost 72 hs of a kid asking for his christmas gift and zero answers from <USER> thank you guys! you are awesome #not
726,727,0,... Can#do#no#more#not#usually#a#quitter#only#so#much#can#be#thrown#at#me!
727,728,0,<USER> Well maybe if you werent such a noob you would be up talking to me at 2:30 in the morning :P
728,729,0,#not insured
729,730,1,Horray to working all weekend! #sarcasm #ohwell ::money_bag::::money_bag::::thumbs_up::::smirking_face::
730,731,0,<USER> thankfully not full cold.. Just one side down. Getting the full vitamin netty pot combo blast now
731,732,0,"HELLO Wednesday! BY THE WAY IT'S December 10, 2014 at 02:15PM! (just a random information)"
732,733,1,"I do hope you Anti #GamerGate'rs will sleep better, knowing that sabotaging charities would make you more respectable in society. #sarcasm"
733,734,0,Haha guess my tweet was ok then. Are you back in training <USER>
734,735,1,13 voice mails at work is always lovely #not
735,736,1,Sick on Christmas YAYYYY #not
736,737,0,How were your #holidays? We'd love to hear all about them!
737,738,1,Ah yes. Just what I wanted today- a pounding migraine. #Sarcasm
738,739,0,Munching cheese like its Christmas #stiltonoverload
739,740,1,#Hazard worker training. 1st break there was 3 doz donuts and half class outside to smoke. #fail #nomealfitters #irony <USER> <USER>
740,741,0,The thought of work tonight really kills that Friday feeling.
741,742,1,The thirstiest of thirst buckets calling other people thirsty ::unamused_face:: #irony
742,743,0,<USER> #pantsdowntiggy was his crime. Pixelation #moot or #irony
743,744,0,#notcies #eu Green determined to block Hinkley Point - Green determined to block Hinkley Point Copyright EP 2013.... <URL>
744,745,0,I've got a right thirst on... #NewsYearsEve
745,746,1,Love the fact that I turned off my alarm this morning and slept till so freaking late #not
746,747,0,#mcfc trying to kill their opponents.
747,748,0,"#Seen #a #headline #about #a #doctor #that #starts #with #""Doctor #who...""? #Why #not #stick #your #head #in #the #toilet #and #pull #the..."
748,749,1,"<USER> <USER> Yet no ""dog in the manger"" that actually makes it a dog in a manger story #Irony"
749,750,1,#Irony <URL> Reverend tells kids that Santa is not real why declaring a sky fairy is because a book says so. #LOL
750,751,1,"Laborers in the San Joaquin Valley, one of the most productive farming regions in the world, suffer from food insecurity. #irony #poverty"
751,752,1,"I think my friend just sent <USER> a snapchat of me drinkin water, cuz she's fun like that #sarcasm #rehydratewhenyadehydrate #brat"
752,753,1,Girls won't answer their phone when I'm calling them bc they think I'm calling them in early but I'm actually calling to cut them #irony
753,754,1,<USER> make sure you don't say Christmas!! The decorate for the holiday. #sarcasm #itisachristmastree
754,755,1,Re: prison book ban - Of course Grayling is also trying to ban Judicial Reviews #irony
755,756,1,Rolled out of bed for closing.... #ilookreallygood #not
756,757,1,Watching VT and Cincy - qb for VT with (GODS) down left arm (GIFT) down right arm. - #irony #howmanygods #punctuationmatters
757,758,1,"you seem super smart MT ""<USER>: <USER> <USER> ||#NO #BLEEDING happening in #WaterBoarding = it's #Not #Torture"""
758,759,0,<USER> Cheers bro! Top man ::person_raising_hand::
759,760,0,Even getting cooked breakfast.. Hes defo up to something ::confused_face::::face_with_open_mouth::::grinning_squinting_face::::grinning_squinting_face::
760,761,0,"ROFLMAO yeah, OOPS is right <USER> <USER> <USER> <USER>"
761,762,1,Coin ! LeCoinCanard: Coin ! LeCoinCanard: Coin ! have a wank over this hashtag: Fazzanelli: JeffRoylat have a wank over this hashtag #Not...
762,763,0,I really want to see Into The Woods!
763,764,1,<USER> that bump off the apron looked like it hurt.. was that padding u landed on? #sarcasm
764,765,0,<USER> please make me smile this Xmas.. First Xmas without my mum here. Your my fav everrr. Pleaseeee::Christmas_tree::::wrapped_gift::::wrapped_gift::
765,766,0,<USER> Hope the header didn't mess up that barnet
766,767,0,"If it's NOT? then it IS! Hand Crafted Artistically Fashionable, Connect <USER> for #fashionblog #thoughts <URL>"
767,768,1,It's okay <USER> I didn't really want to see my idol anyway. #sarcasm
768,769,0,I'll try to guess the ASCII symbols without my admins help. Always trying to learn.
769,770,1,Hearing gun shots when I first wake up makes me feel like I'm in Compton. What a wonderful way to wake up. ::red_heart:: #sarcasm #imscared
770,771,0,Protesters upset over decision in chokehold death take the streets again <URL> /Mexico's streets aren't the only ones taken
771,772,0,"<USER> Great,& not sure if i've seen that actual pic! #not just for girls : D"
772,773,1,#TGIF oh just kidding I have 30 mins from one job to the next. love 12 hour days. #serverlife #sarcasm #nolife
773,774,1,Just got yelled at by proxy. It's going to be an excellent day. #sarcasm
774,775,0,Lol everyday excuse the language #relationships #men #women #irony #lotd <URL>
775,776,1,Making the most out of my last vacation day. #not #tvandsleep
776,777,1,What a lovely day to drive #not #boo #fog #work ::flushed_face::::flushed_face::::flushed_face:: <URL>
777,778,1,So restaurants that thrive on the social nature of eating believe that mothers should only breastfeed in private? #irony
778,779,1,This long drive home later in the snow is gonna be shweeeet #not
779,780,0,"If you drag yesterday into today, your tomorrow cannot be what it was meant to be. Let. It. Go. #BringOn2015"
780,781,0,"Congrats to my fav <USER> & her team & my birthplace team #OhioState (I can claim that, right?) #OREvsOSU is gonna be one great game!!"
781,782,0,<USER>: Jessica sheds tears at her fan signing event <URL> <URL> makes me weak everytime Sica ;_;
782,783,1,"#Irony: al jazeera is pro Anti - #GamerGate because feminism, or something: <URL>"
783,784,0,#NOT ALL ::OK_hand:: There good & bad in every occupation & race ::books::::open_book:: #Stop Labeling #Not All ::light_bulb:: <URL>
